city,zip_code,latitude,longitude,tenure_months,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charges,total_charges,churn_score,cltv,churn_reason,population,gender_bin,senior_citizen_bin,partner_bin,dependents_bin,phone_service_bin,paperless_billing_bin,churn_label_bin
norco,92860,33.925833,-117.559639,12,yes,dsl,yes,no,yes,yes,no,no,month-to-month,mailed check,61.65,713.75,67,5670,competitor offered higher download speeds,22443,0,0,0,0,1,1,1
yorba linda,92887,33.884073,-117.732197,65,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,bank transfer (automatic),105.25,6786.4,91,4196,competitor offered higher download speeds,20893,0,1,1,0,1,0,1
ventura,93001,34.360261,-119.306383,9,no phone service,dsl,no,yes,no,no,no,no,month-to-month,electronic check,29.95,248.95,83,2573,competitor offered more data,32899,1,0,1,0,0,1,1
ventura,93003,34.279221,-119.221437,9,no,dsl,yes,yes,yes,yes,no,no,month-to-month,mailed check,65.0,663.05,76,3983,competitor offered more data,46894,0,0,1,0,1,0,1
port hueneme,93041,34.110124,-119.100972,7,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),20.0,137.6,100,4479,competitor offered more data,25634,0,0,0,0,1,0,1
summerland,93067,34.420998,-119.60137,49,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,credit card (automatic),90.05,4547.25,96,5059,competitor made better offer,576,1,1,1,0,1,0,1
santa barbara,93101,34.419203,-119.710008,43,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,bank transfer (automatic),110.75,4687.9,65,2728,competitor made better offer,31727,1,1,1,0,1,1,1
santa barbara,93110,34.437945,-119.77191,65,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,electronic check,105.5,6985.65,89,5720,competitor had better devices,15757,0,0,1,0,1,1,1
alpaugh,93201,35.869626,-119.498771,56,yes,fiber optic,yes,no,yes,no,yes,yes,one year,bank transfer (automatic),104.55,5794.65,91,6268,competitor offered higher download speeds,1054,1,1,1,0,1,1,1
armona,93202,36.315979,-119.710852,10,yes,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,85.25,855.3,75,3573,competitor offered more data,2872,1,0,1,0,1,1,1
avenal,93204,35.916943,-120.129921,43,no,dsl,no,no,no,no,yes,no,month-to-month,electronic check,56.15,2499.3,65,2152,don't know,14697,0,0,1,0,1,0,1
bodfish,93205,35.523991,-118.400432,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,89.55,89.55,99,4996,competitor had better devices,1954,1,0,0,0,1,1,1
camp nelson,93208,36.057458,-118.591951,20,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,94.55,1899.65,84,5604,competitor had better devices,191,1,1,1,0,1,1,1
coalinga,93210,36.186867,-120.387793,1,no,dsl,no,no,no,no,no,no,month-to-month,mailed check,45.7,45.7,95,2295,competitor offered higher download speeds,18036,1,0,0,0,1,1,1
delano,93215,35.772244,-119.209689,2,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,electronic check,89.5,161.5,80,2065,competitor offered higher download speeds,37280,0,1,0,0,1,0,1
earlimart,93219,35.858054,-119.305858,3,no,fiber optic,no,no,no,no,no,no,month-to-month,bank transfer (automatic),69.55,222.3,87,2876,competitor offered higher download speeds,9318,0,0,0,0,1,1,1
exeter,93221,36.301689,-119.018233,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,mailed check,74.6,74.6,94,3860,competitor offered more data,13333,0,0,0,0,1,1,1
fellows,93224,35.215731,-119.57013,8,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,electronic check,19.65,164.3,83,5432,competitor offered more data,626,0,1,0,0,1,0,1
huron,93234,36.217864,-120.080117,2,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,19.85,35.9,68,2362,competitor offered more data,6918,1,0,1,0,1,0,1
kernville,93238,35.852892,-118.397782,4,no phone service,dsl,no,no,no,no,no,no,month-to-month,mailed check,24.25,96.05,93,2038,competitor made better offer,1873,0,0,0,0,0,1,1
lemon cove,93244,36.462671,-118.997291,2,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.65,145.15,80,2323,competitor made better offer,293,0,0,0,0,1,0,1
lindsay,93247,36.205465,-119.085807,4,no,dsl,no,no,no,no,no,no,month-to-month,mailed check,45.65,191.05,78,2864,competitor had better devices,15508,0,0,0,0,1,0,1
maricopa,93252,34.737031,-119.460557,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,mailed check,75.05,75.05,78,4838,competitor offered higher download speeds,4357,0,0,0,0,1,1,1
onyx,93255,35.676978,-118.101378,52,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,electronic check,49.15,2550.9,90,5597,competitor offered more data,655,1,1,0,0,0,1,1
posey,93260,35.861928,-118.636698,2,no phone service,dsl,no,no,no,no,no,yes,month-to-month,electronic check,34.7,62.25,65,3146,competitor made better offer,266,0,0,0,0,0,1,1
shafter,93263,35.490705,-119.286833,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,80.0,80,88,2046,competitor had better devices,15177,1,0,1,0,1,0,1
tipton,93272,36.047414,-119.344304,2,no,dsl,yes,no,no,no,no,no,month-to-month,electronic check,49.25,91.1,89,3475,competitor had better devices,2951,1,1,0,0,1,1,1
wofford heights,93285,35.690535,-118.552784,3,yes,fiber optic,no,no,no,no,no,no,month-to-month,credit card (automatic),75.1,270.7,69,4965,competitor offered higher download speeds,2515,0,0,0,0,1,1,1
visalia,93292,36.37559,-119.211689,3,no,dsl,no,no,yes,no,no,no,month-to-month,electronic check,50.15,168.15,86,3273,competitor offered higher download speeds,30395,1,0,1,0,1,1,1
bakersfield,93311,35.16207,-119.194488,25,no,fiber optic,yes,yes,no,no,no,no,month-to-month,bank transfer (automatic),79.85,2015.35,85,4535,competitor offered higher download speeds,20440,0,0,0,0,1,1,1
san luis obispo,93405,35.236549,-120.727344,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.55,19.55,66,3556,competitor offered more data,31982,1,0,0,0,1,0,1
lompoc,93436,34.601055,-120.382917,4,yes,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,85.95,381.3,74,5640,competitor offered more data,51737,0,0,1,0,1,1,1
lompoc,93437,34.757477,-120.550507,3,no,dsl,no,no,no,no,no,no,month-to-month,electronic check,45.35,141.5,67,2450,competitor offered more data,6165,1,0,0,0,1,1,1
los alamos,93440,34.758699,-120.275839,33,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,94.5,3105.55,96,4333,competitor made better offer,1328,1,1,1,0,1,1,1
oceano,93445,35.059695,-120.604741,30,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,credit card (automatic),91.7,2758.15,97,2482,competitor made better offer,7435,0,1,0,0,1,0,1
pismo beach,93449,35.165668,-120.655842,45,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,electronic check,87.25,3941.7,73,5269,competitor had better devices,8564,0,0,0,0,1,1,1
mojave,93501,35.097323,-118.171288,10,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,electronic check,98.55,1008.55,80,3658,competitor offered higher download speeds,4882,1,0,0,0,1,0,1
johannesburg,93528,35.363339,-117.637641,20,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,98.55,1842.8,92,5444,competitor offered more data,207,1,1,0,0,1,1,1
keene,93531,35.214982,-118.59049,15,no,fiber optic,no,yes,no,no,no,yes,month-to-month,bank transfer (automatic),85.9,1269.55,96,3579,don't know,1436,0,0,0,0,1,1,1
lancaster,93535,34.712708,-117.889656,22,no,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,89.25,1907.85,82,3161,competitor had better devices,57794,0,0,0,0,1,0,1
lancaster,93536,34.741406,-118.38111,3,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.3,208.85,66,3038,competitor had better devices,49309,1,0,1,0,1,1,1
palmdale,93552,34.557711,-118.029441,15,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,93.35,1444.65,77,5264,competitor offered higher download speeds,25370,1,0,0,0,1,1,1
pearblossom,93553,34.445239,-117.894868,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.9,19.9,100,4248,competitor offered higher download speeds,1613,0,0,0,0,1,0,1
randsburg,93554,35.405722,-117.773354,5,no,fiber optic,yes,no,yes,no,no,yes,month-to-month,mailed check,88.9,454.15,79,4356,competitor offered higher download speeds,117,0,0,1,0,1,1,1
ridgecrest,93555,35.603913,-117.67828,33,no,fiber optic,no,no,yes,no,yes,yes,one year,electronic check,95.8,3036.75,76,4161,competitor offered more data,29782,1,0,1,0,1,1,1
trona,93562,35.74837,-117.384948,2,yes,fiber optic,no,yes,no,no,no,no,month-to-month,electronic check,82.0,184.65,97,3051,competitor offered more data,1991,1,0,0,0,1,1,1
palmdale,93591,34.598221,-117.79593,2,no,dsl,no,no,no,no,no,no,month-to-month,electronic check,45.35,89.5,81,3478,competitor offered more data,6787,1,0,0,0,1,0,1
bass lake,93604,37.458367,-119.345011,1,no,dsl,no,no,no,yes,no,no,month-to-month,electronic check,52.2,52.2,71,4138,competitor made better offer,613,0,0,0,0,1,1,1
biola,93606,36.798882,-120.019511,46,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,electronic check,110.0,4874.8,81,2403,competitor made better offer,807,0,1,0,0,1,1,1
five points,93624,36.397745,-120.119911,62,yes,fiber optic,no,no,yes,no,yes,yes,one year,electronic check,96.75,6125.4,92,5016,attitude of service provider,1852,1,0,0,0,1,1,1
friant,93626,37.027663,-119.69056,10,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,electronic check,98.5,1058.25,74,5184,attitude of service provider,1125,0,0,0,0,1,1,1
kerman,93630,36.727418,-120.123526,6,no,fiber optic,no,yes,no,no,yes,no,month-to-month,electronic check,85.35,489.45,75,4694,attitude of service provider,14062,1,0,0,0,1,1,1
madera,93637,36.902954,-120.194274,40,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,electronic check,101.3,4113.1,70,2576,attitude of support person,28434,1,0,1,0,1,1,1
madera,93638,37.004068,-119.930027,1,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.55,69.55,76,3042,attitude of support person,49247,1,0,0,0,1,1,1
mendota,93640,36.687292,-120.437354,58,yes,fiber optic,no,yes,yes,no,yes,yes,one year,bank transfer (automatic),103.25,6017.65,74,6105,attitude of support person,9174,1,0,0,0,1,1,1
miramonte,93641,36.696759,-119.024051,70,yes,fiber optic,yes,no,no,yes,yes,yes,two year,credit card (automatic),104.0,7250.15,80,4544,attitude of service provider,571,1,0,0,0,1,1,1
orosi,93647,36.600185,-119.175655,2,no,fiber optic,no,no,yes,no,no,yes,month-to-month,mailed check,86.2,178.7,95,2969,attitude of service provider,9780,0,0,0,0,1,1,1
fresno,93650,36.841655,-119.797113,21,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,electronic check,111.2,2317.1,89,4123,attitude of service provider,3258,1,0,1,0,1,1,1
san joaquin,93660,36.600193,-120.153393,16,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,credit card (automatic),89.45,1430.25,73,3696,attitude of support person,4318,0,0,1,0,1,1,1
selma,93662,36.545322,-119.642281,7,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,bank transfer (automatic),95.6,644.35,83,3265,competitor made better offer,26213,1,1,1,0,1,1,1
south dos palos,93665,36.959731,-120.653519,60,no,fiber optic,no,yes,yes,no,yes,no,one year,electronic check,90.95,5453.4,76,4111,moved,343,1,0,1,0,1,0,1
tollhouse,93667,36.993666,-119.348267,50,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,electronic check,108.55,5610.7,82,4274,moved,2633,0,0,1,0,1,0,1
squaw valley,93675,36.719141,-119.202677,4,no,fiber optic,no,no,no,no,yes,no,month-to-month,electronic check,78.85,292.8,72,5301,moved,3146,0,1,0,0,1,1,1
fresno,93703,36.768774,-119.762633,1,no,dsl,no,no,no,no,no,no,month-to-month,mailed check,44.4,44.4,89,3522,competitor offered higher download speeds,31180,1,0,0,0,1,0,1
fresno,93706,36.654614,-119.903674,55,yes,fiber optic,no,no,yes,no,yes,yes,one year,electronic check,100.0,5509.3,83,5679,competitor offered higher download speeds,35790,0,1,0,0,1,1,1
fresno,93711,36.833002,-119.82947,12,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.8,229.6,94,2653,competitor offered higher download speeds,36274,0,0,1,0,1,0,1
fresno,93721,36.732694,-119.783786,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,89.9,89.9,80,5951,don't know,6848,1,0,0,0,1,1,1
big sur,93920,36.092975,-121.549826,62,yes,fiber optic,no,no,yes,no,yes,yes,one year,electronic check,100.15,6413.65,91,5600,competitor offered higher download speeds,1006,0,0,0,0,1,1,1
carmel,93923,36.460611,-121.852507,1,no,dsl,no,yes,no,no,no,no,month-to-month,electronic check,50.8,50.8,85,3718,competitor offered higher download speeds,13121,1,0,0,0,1,0,1
jolon,93928,35.930782,-121.189757,20,no,fiber optic,no,yes,no,no,no,no,month-to-month,electronic check,73.65,1463.5,95,5849,competitor offered higher download speeds,254,1,1,1,0,1,1,1
king city,93930,36.220761,-120.980777,3,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,electronic check,95.1,307.4,77,5861,competitor offered higher download speeds,14477,0,0,0,0,1,1,1
lockwood,93932,35.989792,-121.055933,22,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,credit card (automatic),94.65,2104.55,85,3665,competitor offered higher download speeds,538,1,0,0,0,1,1,1
marina,93933,36.689582,-121.758398,4,no,fiber optic,no,no,yes,yes,no,no,month-to-month,mailed check,80.6,319.15,86,3080,competitor offered more data,21759,1,0,1,0,1,1,1
pebble beach,93953,36.587497,-121.944815,59,yes,fiber optic,no,no,no,no,no,yes,one year,electronic check,85.55,5084.65,80,6304,competitor offered more data,4602,1,0,1,0,1,0,1
belmont,94002,37.509366,-122.306132,60,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,electronic check,50.8,3027.4,67,4941,competitor offered more data,25566,0,0,0,0,0,1,1
daly city,94014,37.691561,-122.445202,15,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,electronic check,105.1,1582.75,84,2122,competitor made better offer,47453,0,0,0,0,1,0,1
loma mar,94021,37.266388,-122.26308,10,no,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,electronic check,110.1,1043.3,76,5803,competitor made better offer,148,1,0,0,0,1,1,1
los altos,94024,37.352911,-122.093002,6,no,fiber optic,no,no,yes,no,no,yes,month-to-month,electronic check,83.9,497.55,97,3962,price too high,21496,0,0,0,0,1,0,1
mountain view,94040,37.380662,-122.086022,63,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,electronic check,100.55,6215.35,79,5413,price too high,32143,0,0,1,0,1,1,1
mountain view,94043,37.419725,-122.062947,50,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,bank transfer (automatic),103.85,5017.9,100,5812,price too high,27822,1,0,1,0,1,1,1
pescadero,94060,37.22565,-122.297533,1,no phone service,dsl,no,no,no,no,no,no,month-to-month,electronic check,24.6,24.6,76,5768,price too high,2055,0,0,0,0,0,0,1
san bruno,94066,37.624436,-122.430661,12,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,bank transfer (automatic),98.9,1120.95,71,5559,price too high,39566,0,0,0,0,1,1,1
south san francisco,94080,37.654436,-122.426468,9,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,credit card (automatic),98.3,923.5,81,2954,price too high,60599,0,0,0,0,1,0,1
sunnyvale,94086,37.378541,-122.020456,17,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,electronic check,93.85,1625.65,93,4940,price too high,64010,1,0,0,0,1,0,1
san francisco,94102,37.7795,-122.419233,9,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,100.5,918.6,70,4038,price too high,28998,1,1,0,0,1,1,1
san francisco,94108,37.791998,-122.408653,10,no,fiber optic,no,yes,no,no,no,no,month-to-month,electronic check,72.85,688.65,99,3189,price too high,13723,1,1,0,0,1,1,1
san francisco,94114,37.758085,-122.434801,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,73.55,73.55,94,4369,price too high,30587,1,1,1,0,1,1,1
san francisco,94130,37.820894,-122.369725,3,yes,fiber optic,no,yes,no,no,no,no,month-to-month,electronic check,79.4,205.05,91,3501,product dissatisfaction,1458,0,1,0,0,1,1,1
san francisco,94131,37.746699,-122.442833,13,no,fiber optic,no,yes,yes,no,no,no,month-to-month,electronic check,81.15,952.3,79,4806,service dissatisfaction,27906,0,0,0,0,1,1,1
palo alto,94304,37.386978,-122.177746,4,yes,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,84.6,360.1,83,2467,lack of self-service on website,1723,0,1,0,0,1,1,1
san mateo,94402,37.556634,-122.317723,6,yes,fiber optic,yes,no,no,no,no,no,month-to-month,electronic check,79.05,434.5,99,3263,network reliability,23393,0,0,0,0,1,1,1
antioch,94509,37.980057,-121.801599,3,yes,fiber optic,no,no,no,no,no,no,month-to-month,bank transfer (automatic),74.4,215.8,97,2054,don't know,90891,0,0,0,0,1,0,1
birds landing,94512,38.140719,-121.838298,35,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,99.05,3395.8,82,2074,don't know,138,1,1,0,0,1,1,1
byron,94514,37.83323,-121.601461,2,no,dsl,no,no,no,no,no,no,month-to-month,mailed check,44.95,85.15,84,5900,don't know,10153,1,1,0,0,1,0,1
concord,94520,38.013825,-122.039144,1,no,dsl,no,no,no,no,no,no,month-to-month,credit card (automatic),44.7,44.7,74,3700,don't know,36186,1,0,1,0,1,0,1
fremont,94538,37.505768,-121.962472,1,no,dsl,no,no,no,no,no,no,month-to-month,mailed check,45.7,45.7,72,3571,poor expertise of phone support,56126,1,0,0,0,1,1,1
fremont,94539,37.516791,-121.899117,8,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,credit card (automatic),100.3,832.35,74,5084,competitor had better devices,46917,1,1,0,0,1,0,1
hayward,94541,37.674002,-122.076796,7,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,electronic check,19.25,112.3,82,4489,competitor offered higher download speeds,60274,1,0,0,0,1,0,1
hayward,94545,37.62984,-122.120843,2,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,96.0,174.8,83,3391,competitor offered more data,27311,0,0,0,0,1,1,1
castro valley,94546,37.708327,-122.083473,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,90.55,90.55,72,2627,competitor made better offer,41698,0,0,0,0,1,0,1
livermore,94550,37.571748,-121.659562,44,no phone service,dsl,no,yes,no,no,no,no,month-to-month,electronic check,30.35,1359.7,96,4829,competitor had better devices,75929,1,1,1,0,0,1,1
martinez,94553,38.014457,-122.115432,71,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,electronic check,108.05,7532.15,81,5200,competitor had better devices,46677,1,0,0,0,1,1,1
