customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,id,population,cluster_improved
0334-gddso,1,united states,california,ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,male,yes,no,no,3,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,81.35,233.7,yes,1,73,2818,service dissatisfaction,412,471,0
0578-skvmf,1,united states,california,seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,female,no,yes,no,22,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,83.3,1845.9,yes,1,88,3804,lack of self-service on website,420,1632,0
5564-nemqo,1,united states,california,thermal,92274,"33.53604, -116.119222",33.53604,-116.119222,female,yes,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),75.3,75.3,yes,1,67,4902,network reliability,421,17018,1
9063-zgtuy,1,united states,california,adelanto,92301,"34.667815, -117.536183",34.667815,-117.536183,female,no,yes,no,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.4,1182.55,yes,1,82,4221,don't know,432,18980,0
2957-lolho,1,united states,california,apple valley,92307,"34.55082, -117.122396",34.55082,-117.122396,male,no,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.4,518.9,yes,1,68,2887,don't know,435,31876,0
7752-xusci,1,united states,california,crestline,92325,"34.248061, -117.29028",34.248061,-117.29028,female,no,no,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.9,6396.45,yes,1,84,4105,don't know,450,10484,0
4110-pfeuz,1,united states,california,daggett,92327,"34.875144, -116.821698",34.875144,-116.821698,female,no,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,69.55,69.55,yes,1,73,2792,competitor had better devices,451,678,1
0256-lthvj,1,united states,california,ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376,female,no,yes,no,28,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,81.05,2227.1,yes,1,98,5201,competitor had better devices,458,23,0
0880-tkatg,1,united states,california,lucerne valley,92356,"34.508417, -116.856103",34.508417,-116.856103,male,no,yes,no,4,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,electronic check,101.15,385.9,yes,1,84,4417,competitor had better devices,467,5256,0
3811-vbybz,1,united states,california,lytle creek,92358,"34.238162, -117.534306",34.238162,-117.534306,male,no,no,no,7,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.8,673.25,yes,1,98,2031,competitor had better devices,468,1090,0
4640-uhdos,1,united states,california,phelan,92371,"34.441123, -117.537886",34.441123,-117.537886,female,no,yes,no,13,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,55.95,734.35,yes,1,91,4498,competitor had better devices,474,12463,0
3583-ekapl,1,united states,california,redlands,92373,"34.003243, -117.138286",34.003243,-117.138286,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.0,55.0,yes,1,71,4877,competitor had better devices,476,31230,1
9399-aplbt,1,united states,california,rialto,92377,"34.156758, -117.404686",34.156758,-117.404686,female,no,yes,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.7,74.7,yes,1,80,5980,competitor had better devices,479,18518,1
2359-kmgli,1,united states,california,running springs,92382,"34.186211, -117.07683",34.186211,-117.07683,male,no,no,no,24,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.25,1861.5,yes,1,77,4418,competitor had better devices,480,5395,0
0306-jaele,1,united states,california,tecopa,92389,"35.824572, -116.274755",35.824572,-116.274755,male,no,no,no,5,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,96.1,453.4,yes,1,66,4192,competitor had better devices,483,117,0
6227-hwpwx,1,united states,california,victorville,92392,"34.486835, -117.362274",34.486835,-117.362274,female,no,no,no,15,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),69.0,994.8,yes,1,73,5671,competitor had better devices,484,63235,0
0447-bemng,1,united states,california,wrightwood,92397,"34.358321, -117.618263",34.358321,-117.618263,female,no,yes,no,48,no,no phone service,dsl,yes,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),45.3,2145.0,yes,1,65,4926,price too high,486,4253,0
5949-xikae,1,united states,california,san bernardino,92401,"34.105935, -117.2914",34.105935,-117.2914,female,no,yes,no,8,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,83.55,680.05,yes,1,65,2879,product dissatisfaction,489,1779,0
8372-juxui,1,united states,california,san bernardino,92410,"34.106922, -117.297553",34.106922,-117.297553,male,no,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.35,74.35,yes,1,93,2814,service dissatisfaction,494,44556,1
0388-eopex,1,united states,california,riverside,92503,"33.890046, -117.455583",33.890046,-117.455583,female,no,yes,no,2,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,74.4,139.4,yes,1,77,4263,lack of self-service on website,497,71678,0
8205-otchb,1,united states,california,riverside,92506,"33.930931, -117.361788",33.930931,-117.361788,male,no,no,no,22,no,no phone service,dsl,no,yes,yes,no,no,yes,one year,yes,bank transfer (automatic),43.75,903.6,yes,1,66,3099,network reliability,500,42425,0
6235-vdhom,1,united states,california,riverside,92509,"34.004379, -117.447864",34.004379,-117.447864,female,yes,no,no,5,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,28.45,131.05,yes,1,89,4099,limited range of services,503,63999,0
7783-ykgdv,1,united states,california,march air reserve base,92518,"33.888323, -117.277533",33.888323,-117.277533,female,no,no,no,12,yes,yes,fiber optic,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),99.7,1238.45,yes,1,76,2538,lack of affordable download/upload speed,504,1005,0
5609-cebid,1,united states,california,hemet,92544,"33.644585, -116.871544",33.644585,-116.871544,female,yes,no,no,20,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.1,1782.4,yes,1,87,2666,long distance charges,510,39264,0
7218-hkqfk,1,united states,california,homeland,92548,"33.761894, -117.120868",33.761894,-117.120868,male,no,yes,no,2,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,94.2,167.5,yes,1,72,3715,don't know,512,4283,0
4636-qrjky,1,united states,california,idyllwild,92549,"33.755039, -116.741796",33.755039,-116.741796,female,no,yes,no,6,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,80.5,502.85,yes,1,98,5032,price too high,513,3588,0
5956-vkdtt,1,united states,california,moreno valley,92557,"33.970661, -117.255039",33.970661,-117.255039,female,yes,yes,no,5,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.35,334.8,yes,1,82,5273,product dissatisfaction,517,46214,0
9412-gheec,1,united states,california,murrieta,92563,"33.581045, -117.14719",33.581045,-117.14719,male,no,no,no,40,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,bank transfer (automatic),104.8,4131.95,yes,1,88,3492,service dissatisfaction,520,18311,0
0257-zesqc,1,united states,california,perris,92571,"33.828289, -117.201666",33.828289,-117.201666,female,yes,yes,no,27,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.2,1929.35,yes,1,99,4517,lack of self-service on website,523,26357,0
6825-uypfk,1,united states,california,sun city,92586,"33.707483, -117.200006",33.707483,-117.200006,female,no,no,no,23,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),75.6,1758.6,yes,1,81,2115,network reliability,528,18161,0
8397-mvtaz,1,united states,california,sun city,92587,"33.69887, -117.25071",33.69887,-117.25071,male,no,yes,no,34,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.05,3480.0,yes,1,72,2568,don't know,529,13151,0
9282-izgqk,1,united states,california,irvine,92612,"33.643095, -117.810896",33.643095,-117.810896,female,no,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.0,85.0,yes,1,80,5679,don't know,539,41062,1
1342-jpnki,1,united states,california,lake forest,92630,"33.644849, -117.684254",33.644849,-117.684254,male,no,no,no,10,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),86.05,834.1,yes,1,85,2966,don't know,548,59176,0
2817-ntqdo,1,united states,california,huntington beach,92646,"33.666301, -117.969501",33.666301,-117.969501,male,no,no,no,13,no,no phone service,dsl,yes,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),45.55,597.0,yes,1,74,4856,poor expertise of online support,549,56517,0
6986-ijdhx,1,united states,california,huntington beach,92648,"33.679659, -118.016195",33.679659,-118.016195,male,no,yes,no,39,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,mailed check,86.3,3266.0,yes,1,98,3364,poor expertise of phone support,551,42663,0
5301-gauuy,1,united states,california,newport beach,92661,"33.601309, -117.902304",33.601309,-117.902304,male,no,no,no,32,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.35,2596.15,yes,1,92,5974,competitor had better devices,559,4242,0
0939-yapaf,1,united states,california,santa ana,92701,"33.748478, -117.858918",33.748478,-117.858918,female,no,no,no,35,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.25,3527.6,yes,1,72,2744,competitor offered higher download speeds,573,58157,0
4710-fduiz,1,united states,california,santa ana,92707,"33.714829, -117.872941",33.714829,-117.872941,male,no,yes,no,56,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,credit card (automatic),100.3,5614.45,yes,1,67,5170,competitor offered more data,578,62634,0
1218-vkfpe,1,united states,california,anaheim,92805,"33.830209, -117.906099",33.830209,-117.906099,female,no,yes,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.0,233.55,yes,1,72,3535,competitor made better offer,585,68802,0
3627-fhkbk,1,united states,california,anaheim,92806,"33.83796, -117.870494",33.83796,-117.870494,female,no,no,no,1,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,mailed check,75.3,75.3,yes,1,87,3244,competitor had better devices,586,34398,1
2865-tchjw,1,united states,california,anaheim,92807,"33.848733, -117.788357",33.848733,-117.788357,female,yes,no,no,4,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.2,346.2,yes,1,74,5808,competitor had better devices,587,36301,0
5192-ebgov,1,united states,california,brea,92823,"33.924143, -117.79387",33.924143,-117.79387,female,yes,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.7,85.7,yes,1,66,4880,competitor offered higher download speeds,590,1408,1
0719-syfrb,1,united states,california,norco,92860,"33.925833, -117.559639",33.925833,-117.559639,female,no,no,no,12,yes,yes,dsl,yes,no,yes,yes,no,no,month-to-month,yes,mailed check,61.65,713.75,yes,1,67,5670,competitor offered higher download speeds,600,22443,0
3419-snjjd,1,united states,california,yorba linda,92887,"33.884073, -117.732197",33.884073,-117.732197,female,yes,yes,no,65,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),105.25,6786.4,yes,1,91,4196,competitor offered higher download speeds,614,20893,0
6543-cpzmk,1,united states,california,ventura,93001,"34.360261, -119.306383",34.360261,-119.306383,male,no,yes,no,9,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,29.95,248.95,yes,1,83,2573,competitor offered more data,615,32899,0
4765-oxppd,1,united states,california,ventura,93003,"34.279221, -119.221437",34.279221,-119.221437,female,no,yes,no,9,yes,no,dsl,yes,yes,yes,yes,no,no,month-to-month,no,mailed check,65.0,663.05,yes,1,76,3983,competitor offered more data,616,46894,0
1009-irmna,1,united states,california,port hueneme,93041,"34.110124, -119.100972",34.110124,-119.100972,female,no,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.0,137.6,yes,1,100,4479,competitor offered more data,629,25634,0
4554-ygzih,1,united states,california,summerland,93067,"34.420998, -119.60137",34.420998,-119.60137,male,yes,yes,no,49,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,credit card (automatic),90.05,4547.25,yes,1,96,5059,competitor made better offer,634,576,0
5099-bailx,1,united states,california,santa barbara,93101,"34.419203, -119.710008",34.419203,-119.710008,male,yes,yes,no,43,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),110.75,4687.9,yes,1,65,2728,competitor made better offer,635,31727,0
7207-rmrdb,1,united states,california,santa barbara,93110,"34.437945, -119.77191",34.437945,-119.77191,female,no,yes,no,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.5,6985.65,yes,1,89,5720,competitor had better devices,640,15757,0
4913-ehyui,1,united states,california,alpaugh,93201,"35.869626, -119.498771",35.869626,-119.498771,male,yes,yes,no,56,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),104.55,5794.65,yes,1,91,6268,competitor offered higher download speeds,643,1054,0
0195-iescp,1,united states,california,armona,93202,"36.315979, -119.710852",36.315979,-119.710852,male,no,yes,no,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.25,855.3,yes,1,75,3573,competitor offered more data,644,2872,0
4580-tmhju,1,united states,california,avenal,93204,"35.916943, -120.129921",35.916943,-120.129921,female,no,yes,no,43,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,electronic check,56.15,2499.3,yes,1,65,2152,don't know,646,14697,0
0970-etwge,1,united states,california,bodfish,93205,"35.523991, -118.400432",35.523991,-118.400432,male,no,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.55,89.55,yes,1,99,4996,competitor had better devices,647,1954,1
1626-ercmm,1,united states,california,camp nelson,93208,"36.057458, -118.591951",36.057458,-118.591951,male,yes,yes,no,20,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.55,1899.65,yes,1,84,5604,competitor had better devices,650,191,0
0887-hjgar,1,united states,california,coalinga,93210,"36.186867, -120.387793",36.186867,-120.387793,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.7,45.7,yes,1,95,2295,competitor offered higher download speeds,651,18036,1
5644-pdmzc,1,united states,california,delano,93215,"35.772244, -119.209689",35.772244,-119.209689,female,yes,no,no,2,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,89.5,161.5,yes,1,80,2065,competitor offered higher download speeds,653,37280,0
9576-anlxo,1,united states,california,earlimart,93219,"35.858054, -119.305858",35.858054,-119.305858,female,no,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.55,222.3,yes,1,87,2876,competitor offered higher download speeds,656,9318,0
2024-baskd,1,united states,california,exeter,93221,"36.301689, -119.018233",36.301689,-119.018233,female,no,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,mailed check,74.6,74.6,yes,1,94,3860,competitor offered more data,657,13333,1
4160-amjtl,1,united states,california,fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,female,yes,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.65,164.3,yes,1,83,5432,competitor offered more data,660,626,0
4464-jcoln,1,united states,california,huron,93234,"36.217864, -120.080117",36.217864,-120.080117,male,no,yes,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.85,35.9,yes,1,68,2362,competitor offered more data,664,6918,0
5650-vduds,1,united states,california,kernville,93238,"35.852892, -118.397782",35.852892,-118.397782,female,no,no,no,4,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.25,96.05,yes,1,93,2038,competitor made better offer,666,1873,0
7538-gwhml,1,united states,california,lemon cove,93244,"36.462671, -118.997291",36.462671,-118.997291,female,no,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.65,145.15,yes,1,80,2323,competitor made better offer,672,293,0
3859-cvcet,1,united states,california,lindsay,93247,"36.205465, -119.085807",36.205465,-119.085807,female,no,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.65,191.05,yes,1,78,2864,competitor had better devices,674,15508,0
3276-hdueg,1,united states,california,maricopa,93252,"34.737031, -119.460557",34.737031,-119.460557,female,no,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,75.05,75.05,yes,1,78,4838,competitor offered higher download speeds,678,4357,1
